"id","name","partner_id","sequence","lot_stock_id","active","buy_to_resupply","reception_steps","delivery_steps","id","code","resupply_wh_ids","buy_pull_id","mto_pull_id","delivery_route_id","reception_route_id","crossdock_route_id","route_ids","resupply_route_ids","pick_type_id","xdock_type_id","store_type_id","qc_type_id","pack_type_id","in_type_id","pos_type_id","pos_type_id/id","pos_type_id/name","out_type_id","out_type_id/id","out_type_id/name","int_type_id","wh_pack_stock_loc_id","wh_input_stock_loc_id","wh_output_stock_loc_id","wh_qc_stock_loc_id","view_location_id"
"__export__.stock_warehouse_2_dea67879","El pelotazoFisica","El pelotazo","10","Pfis/Stock","True","True","Recibir y almacenar (1 paso)","Entregar (1 paso)","__export__.stock_warehouse_2_dea67879","Pfis","","Pfis: Stock (Buy)","Pfis: Stock → Customers (MTO)","El pelotazoFisica: Entregar en 1 paso (enviar)","El pelotazoFisica: Recibir en 1 paso (stock)","El pelotazoFisica: Sin almacenaje intermedio (cross dock)","El pelotazoFisica: Recibir en 1 paso (stock),El pelotazoFisica: Entregar en 1 paso (enviar)","","El pelotazoFisica: Elegir","El pelotazoFisica: Sin almacenaje intermedio (cross dock)","El pelotazoFisica: Almacenamiento","El pelotazoFisica: Control de calidad","El pelotazoFisica: Empaquetar","El pelotazoFisica: Recepciones","El pelotazoFisica: Pedidos de TPV","__export__.stock_picking_type_18_6306037c","Pedidos de TPV","El pelotazoFisica: Órdenes de entrega","__export__.stock_picking_type_11_82e37f93","Órdenes de entrega","El pelotazoFisica: Traslados internos","Pfis/Zona de empaquetado","Pfis/Entrada","Pfis/Salida","Pfis/Control de calidad","Pfis"
