"id","sequence","website_id","website_meta_title","product_tmpl_ids","website_footer","parent_path","website_meta_keywords","seo_name","website_meta_og_img","image_1920","id","name","website_meta_description","website_description","child_id","parent_id"
"__export__.product_public_category_3_5fc77c4e","10000","","","[03291] 150 PIEZAS DE PAPEL FREIDORA AIRE DE 5 A 6,5L,AMERICANO BOLERO COOL MARKET SBS 430 BLANCO,AMERICANO BOLERO COOL MARKET SBS 430 BLANCO,ASPIRADOR CONGA ROCKSTAR MICRO ESSENTIAL,ASPIRADOR CONGA ROCKSTAR MICRO ESSENTIAL,FRIGORÍFICO PUERTA FRANCESA BOLERO COOLMARKET FD 436 INOX E,FRIGORÍFICO PUERTA FRANCESA BOLERO COOLMARKET FD 436 INOX E","","3/","","","","","__export__.product_public_category_3_5fc77c4e","ELECTRODOMÉSTICOS","","","",""
