Name,Internal Reference,Sales Price,Cost,Product Category,Vendor,Description,Barcode,Product Type,External ID
(BOSCH) LAVADORA 9KG - 1400 RPM - SERIE 6,WGH244A0ES,549.0,383.19,Lavadoras,BSH,,,Storable Product,BSH_WGH244A0ES
"(BALAY) COMBI 1,86X60CM INOX - N.F",3KFE563MI,699.0,435.0,,BSH,,,Storable Product,BSH_3KFE563MI
"(BOSCH) COMBI BLANCO 1,86X60 - NF - ",KGN36VWEA,679.0,424.0,,BSH,,,Storable Product,BSH_KGN36VWEA
(BALAY) HORNO PIROLITICO,3HB4821X3,650.0,456.34,Hornos,BSH,,,Storable Product,BSH_3HB4821X3
(BOSCH) CAFETERA TASSIMO MULTIBEBIDA - NEGRA,TAS1002NV,39.0,20.63,Cafeteras,BSH,,,Storable Product,BSH_TAS1002NV
(BOSCH) CAFETERA TASSIMO MULTIBEBIDA - ROJA,TAS1103C3B,45.0,23.58,Cafeteras,BSH,,,Storable Product,BSH_TAS1103C3B
(BOSCH) CAFETERA DE GOTEO MYMOMENT - ROJO,TKA2M114,50.0,32.33,Cafeteras,BSH,,,Storable Product,BSH_TKA2M114
(BOSCH) BATIDORA DE VARILLA - MANO - ERGOMIXX,MSM67160,55.0,32.43,Batidoras,BSH,,,Storable Product,BSH_MSM67160
(BOSCH) PICADORA UNIVERSAL - 400W - ROJO,MMR08R2,35.0,20.64,,BSH,,,Storable Product,BSH_MMR08R2
BATIDORA VARILLA CON ACCESORIOS,BHB3525,35.0,22.09,Batidoras,BECKEN,,,Storable Product,BECKEN_BHB3525
BATIDORA VASO - BECKEN - 1000W,BTB5027,35.0,20.91,Batidoras,BECKEN,,,Storable Product,BECKEN_BTB5027
BATIDORA VASO - BECKEN - 500W,KTB5023,20.0,12.35,Batidoras,BECKEN,,,Storable Product,BECKEN_KTB5023
(KUNFT) LAVAVAJILLAS INOX 60CM,KDW5136SL,299.0,190.26,,BECKEN,,,Storable Product,BECKEN_KDW5136SL
FREIDORA AIRE 5L - 1500W - NEGRA,BAF7528,69.0,40.93,,BECKEN,,,Storable Product,BECKEN_BAF7528
(KUNFT) FRIGORÍFICO 1P BAJO ENCIMERA BLANCO,KSD9124 WH,199.0,119.41,Frigoríficos,BECKEN,,,Storable Product,BECKEN_KSD9124 WH
"(BECKEN) COMBI NF BLANCO 1,85M",BC4322WH,429.0,259.86,,BECKEN,,,Storable Product,BECKEN_BC4322WH
"(BECKEN) COMBI NF INOX 1,85M",BC4322IX,449.0,261.84,,BECKEN,,,Storable Product,BECKEN_BC4322IX
"(KUNFT) COMBI 1,80M X 55CM BLANCO - CICLICO",KC9113WH,299.0,167.47,,BECKEN,,,Storable Product,BECKEN_KC9113WH
"(KUNFT) FRIGORÍFICO COMBI  1,43M",KC9134WH,245.0,148.93,Frigoríficos,BECKEN,,,Storable Product,BECKEN_KC9134WH
"(BECKEN) FRIGORÍFICO 1P BLANCO - NF - 1,72",BSD9267WH,435.0,265.0,Frigoríficos,BECKEN,,,Storable Product,BECKEN_BSD9267WH
(BECKEN)ARCON CONGELADOR 418L,BCF8338,455.0,282.11,,BECKEN,,,Storable Product,BECKEN_BCF8338
(KUNFT) CONGELADOR CAJONES VERTICAL 91L,KUF9126WH,199.0,117.25,,BECKEN,,,Storable Product,BECKEN_KUF9126WH
"(KUNFT) CONGELADOR 1P - 1,43M",KUF9261WH,279.0,155.98,,BECKEN,,,Storable Product,BECKEN_KUF9261WH
(BECKEN) CONGELADOR VERTICAL NO FROST,BUF9268WH,459.0,279.99,,BECKEN,,,Storable Product,BECKEN_BUF9268WH
(BECKEM) CAFETERA EXPRESSO,BECM2493,69.0,40.31,Cafeteras,BECKEN,,,Storable Product,BECKEN_BECM2493
(BECKEN) TOSTADOR 2 RANURAS XL BLANCO,BT8759,35.0,22.09,,BECKEN,,,Storable Product,BECKEN_BT8759
(BECKEN) TOSTADOR 2 RANURAS ROJA,BT4606,30.0,15.79,,BECKEN,,,Storable Product,BECKEN_BT4606
(BECKEN) MINI HORNO 30L,BMO4135,95.0,56.23,Hornos,BECKEN,,,Storable Product,BECKEN_BMO4135
(BECKEN) PESO/BALANZA COCINA CON TAZON ,BKS4478,19.0,8.88,,BECKEN,,,Storable Product,BECKEN_BKS4478
VENTILADOR TECHO BLANCO NEVADA,F8585W,99.0,64.0,,BECKEN,,,Storable Product,BECKEN_F8585W
VENTILADOR TECHO SATINADO NIQUEL NEVADA,F8585SN,99.0,64.0,,BECKEN,,,Storable Product,BECKEN_F8585SN
LAVADORA 8KG CON DISPLAY,NVR-WMFL1280INA-BC,309.0,186.97,Lavadoras,NEVIR,,,Storable Product,NEVIR_NVR-WMFL1280INA-BC
LAVADORA 8KG SIN DISPLAY,NVR-WMFL1283INA-SD,299.0,176.55,Lavadoras,NEVIR,,,Storable Product,NEVIR_NVR-WMFL1283INA-SD
"FRIGORÍFICO 2 PUERTAS - 1,43M",NVR-5615DDE,239.0,145.65,Frigoríficos,NEVIR,,,Storable Product,NEVIR_NVR-5615DDE
FRIGORÍFICO COMBI INOX 2M,NVR-5607CTNFIDE,499.0,321.65,Frigoríficos,NEVIR,,,Storable Product,NEVIR_NVR-5607CTNFIDE
HORNO ELECTRICO 56L,NVR-HEM5-56L,199.0,117.95,Hornos,NEVIR,,,Storable Product,NEVIR_NVR-HEM5-56L
Cafetera Power Espresso 20,CEC001,0.0,0.0,Cafeteras,UNKNOWN,,,Storable Product,UNKNOWN_CEC001
Robot aspirador Conga 1090,CEC002,0.0,0.0,Aspiradoras,UNKNOWN,,,Storable Product,UNKNOWN_CEC002
Freidora sin aceite Cecofry Compact,CEC003,0.0,0.0,,UNKNOWN,,,Storable Product,UNKNOWN_CEC003
Batidora de vaso Power Black Titanium 1800,CEC004,0.0,0.0,Batidoras,UNKNOWN,,,Storable Product,UNKNOWN_CEC004
Plancha de pelo Bamba PerfectCare 10000,CEC005,0.0,0.0,,UNKNOWN,,,Storable Product,UNKNOWN_CEC005
Lavadora Bosch Serie 4 WAN28281ES,BSH001,0.0,0.0,Lavadoras,UNKNOWN,,,Storable Product,UNKNOWN_BSH001
Frigorífico Combi Siemens iQ500,BSH002,0.0,0.0,Frigoríficos,UNKNOWN,,,Storable Product,UNKNOWN_BSH002
Lavavajillas Bosch Serie 6 SMS6ZCI42E,BSH003,0.0,0.0,,UNKNOWN,,,Storable Product,UNKNOWN_BSH003
Horno Siemens iQ700 HB578G5S6,BSH004,0.0,0.0,Hornos,UNKNOWN,,,Storable Product,UNKNOWN_BSH004
Placa de inducción Bosch Serie 6 PID651FC1E,BSH005,0.0,0.0,Placas,UNKNOWN,,,Storable Product,UNKNOWN_BSH005
"Televisor Samsung 55"" Crystal UHD 4K",ALM001,0.0,0.0,Televisores,UNKNOWN,,,Storable Product,UNKNOWN_ALM001
Smartphone Xiaomi Redmi Note 12,ALM002,0.0,0.0,,UNKNOWN,,,Storable Product,UNKNOWN_ALM002
Portátil Lenovo IdeaPad 3,ALM003,0.0,0.0,,UNKNOWN,,,Storable Product,UNKNOWN_ALM003
Tablet Samsung Galaxy Tab A8,ALM004,0.0,0.0,,UNKNOWN,,,Storable Product,UNKNOWN_ALM004
Auriculares inalámbricos Sony WH-1000XM4,ALM005,0.0,0.0,,UNKNOWN,,,Storable Product,UNKNOWN_ALM005
ASPIRADOR ESCOBA SIN CABLE 250W,JEAP1629,120.0,76.43,Aspiradoras,JATA,,,Storable Product,JATA_JEAP1629
BATIDORA VARILLA INOX 1000W,BT185,35.0,18.0,Batidoras,JATA,,,Storable Product,JATA_BT185
BATIDORA INOX 700W+ESTUCHE METAL,JEBT1945,35.0,18.4,Batidoras,JATA,,,Storable Product,JATA_JEBT1945
BATIDORA 4 CUCHILLAS - 500W,JEBT1906,18.0,11.0,Batidoras,JATA,,,Storable Product,JATA_JEBT1906
BATIDORA INOX TITANIUM 1000W - 3 ACCESORIOS AZUL,JEBT5026,40.0,22.5,Batidoras,JATA,,,Storable Product,JATA_JEBT5026
BATIDORA VASO INOX NEGRO,JEBT1500,69.0,37.0,Batidoras,JATA,,,Storable Product,JATA_JEBT1500
CAFETERA ITALIANA ODIN 6T,CAX106,15.0,7.2,Cafeteras,JATA,,,Storable Product,JATA_CAX106
CAFETERA ITALIANA ODIN 10T,CAX110,20.0,8.77,Cafeteras,JATA,,,Storable Product,JATA_CAX110
RADIADOR MICATHERMIC 750-1500W BLANCO,JCRM1501,65.0,48.0,,JATA,,,Storable Product,JATA_JCRM1501
RADIADOR MICATHERMIC 2 POTENCIAS 600W,JCRM2206,50.0,35.2,,JATA,,,Storable Product,JATA_JCRM2206
CONVECTOR 2000W,JCCV2314,35.0,22.4,,JATA,,,Storable Product,JATA_JCCV2314
TERMOVENTILADOR HORIZONTAL 1000/2000W,TV63,25.0,13.2,,JATA,,,Storable Product,JATA_TV63
RADIADOR BLANCO MICATHERMIC 5 PLACAS BLANCO,RD227B,99.0,64.0,Placas,JATA,,,Storable Product,JATA_RD227B
RADIADOR BLANCO MICATHERMIC 5 PLACAS NEGRO,RD227N,99.0,64.0,Placas,JATA,,,Storable Product,JATA_RD227N
CORTAPELOS & BARBERO ,JBCP3700,29.0,16.2,,JATA,,,Storable Product,JATA_JBCP3700
"CORTAPELOS, DEPILADORA CORPORAL 9 EN 1",JBCP3305,49.0,25.38,,JATA,,,Storable Product,JATA_JBCP3305
CORTAPELOS RECARGABLE,JBCP4000,45.0,26.6,,JATA,,,Storable Product,JATA_JBCP4000
PERFILADOR,CN15B,15.0,9.26,,JATA,,,Storable Product,JATA_CN15B
"SET 5 CUCHILLOS, CAJA DELUXE",HACC4503,20.0,8.1,,JATA,,,Storable Product,JATA_HACC4503
SET 2 CUCHILLOS COCINA SANTOKU,HACC4501,12.0,5.7,,JATA,,,Storable Product,JATA_HACC4501
SET 2 CUCHILLOS PUNTILLA VERDURA,HACC4507,5.0,2.2,,JATA,,,Storable Product,JATA_HACC4507
EXPRIMIDOR INOX. BRAZO,EX611,39.0,18.9,,JATA,,,Storable Product,JATA_EX611
EXPRIMIDOR MOTOR AC 60W BLANCO,EX549,30.0,13.95,,JATA,,,Storable Product,JATA_EX549
"FREIDORA INOX 1,5L",FR5600,39.0,26.0,,JATA,,,Storable Product,JATA_FR5600
GUANTE DE COCINA DE SILICONA (GRIS),HACC4534,9.0,5.18,,JATA,,,Storable Product,JATA_HACC4534
"HERVIDOR JARRA 1,8L - 1500W - INOX",JEHA1040,25.0,11.0,,JATA,,,Storable Product,JATA_JEHA1040
HORNO SOBREMESA 10L - 800W,JEHN0910,40.0,24.3,Hornos,JATA,,,Storable Product,JATA_JEHN0910
HORNO SOBREMESA 28L,HN928,89.0,50.49,Hornos,JATA,,,Storable Product,JATA_HN928
HORNO SOBREMESA 36L,HN936,120.0,64.26,Hornos,JATA,,,Storable Product,JATA_HN936
HORNO SOBREMESA 45L,HN945,130.0,73.8,Hornos,JATA,,,Storable Product,JATA_HN945
"JARRA DE AGUA JATA 2,5L 6FILTROS",HJAR1001,39.0,19.98,,JATA,,,Storable Product,JATA_HJAR1001
LICUADORA INOX 400W - 450ML,JELI1580,55.0,31.9,,JATA,,,Storable Product,JATA_JELI1580
"PICADORA, BATIDORA MANUAL (MINI EXPOSITOR)",AC57E,10.0,4.86,Batidoras,JATA,,,Storable Product,JATA_AC57E
"PICADORA, 1,5L - 2 VELOCIDADES - 400W",JEPC1250,45.0,24.62,,JATA,,,Storable Product,JATA_JEPC1250
VITROCERAMICA ELECTRICA PORTATIL 2F - AZUL,V142,70.0,44.3,,JATA,,,Storable Product,JATA_V142
COCINA DE GAS 1 QUEMADOR - NEGRO,JECG2721,25.0,10.0,,JATA,,,Storable Product,JATA_JECG2721
COCINA DE GAS 2 QUEMADORES - NEGRO,JECG2702,50.0,24.62,,JATA,,,Storable Product,JATA_JECG2702
GRILL ASAR DOBLE 3 EN 1 PLACAS,GR266,40.0,23.08,Placas,JATA,,,Storable Product,JATA_GR266
GRILL ASAR DOBLE PLACAS LISAS,JEGR1913,60.0,34.2,Placas,JATA,,,Storable Product,JATA_JEGR1913
PLANCHA DE ASAR ELECTRICA,GR195,40.0,21.6,,JATA,,,Storable Product,JATA_GR195
PLANCHA DE ASAR M MAGIC,GR558,69.0,31.5,,JATA,,,Storable Product,JATA_GR558
PLANCHA ASAR 2600W ATONITE 46X28,JEGR2851,69.0,33.2,,JATA,,,Storable Product,JATA_JEGR2851
PLANCHA ASAR 2400W 60X53 NEGRO,JEGR1603,79.0,42.66,,JATA,,,Storable Product,JATA_JEGR1603
PLANCHA DE ASAR MAGIC,GR555A,50.0,27.9,,JATA,,,Storable Product,JATA_GR555A
PLANCHA VAPOR SUELA INOX - 2200W,PL225,29.0,18.52,,JATA,,,Storable Product,JATA_PL225
PLANCHA SUELA CERAMICA ROPA,PL598C,35.0,18.52,,JATA,,,Storable Product,JATA_PL598C
PLANCHA SUELA CERAMICA ROPA,PL622C,35.0,18.0,,JATA,,,Storable Product,JATA_PL622C
"CENTRO PLANCHADO CERAMICO 1,1L - 2250W",JECP8523,90.0,53.73,,JATA,,,Storable Product,JATA_JECP8523
SANDWICHERA DOBLE 750W NEGRO,JESW1231,25.0,12.5,,JATA,,,Storable Product,JATA_JESW1231
"SARTEN MINI ""HUEVO FRITO""",SMH14,9.0,4.32,,JATA,,,Storable Product,JATA_SMH14
SARTEN 18CM FULL INDUCTION,SF918,15.0,7.56,,JATA,,,Storable Product,JATA_SF918
SARTEN 20CM FULL INDUCTION,SF920,17.0,8.91,,JATA,,,Storable Product,JATA_SF920
SARTEN 22CM FULL INDUCTION,SF922,19.0,9.45,,JATA,,,Storable Product,JATA_SF922
SARTEN 24CM FULL INDUCTION,SF924,21.0,10.8,,JATA,,,Storable Product,JATA_SF924
SARTEN 26CM FULL INDUCTION,SF926,23.0,12.15,,JATA,,,Storable Product,JATA_SF926
SARTEN 28CM FULL INDUCTION,SF928,25.0,13.77,,JATA,,,Storable Product,JATA_SF928
SARTEN 30CM FULL INDUCTION,SF930,30.0,15.93,,JATA,,,Storable Product,JATA_SF930
TARTERA 28CM FULL INDUCTION TAAL,TF928,39.0,21.06,,JATA,,,Storable Product,JATA_TF928
SECADOR MOTOR AC  2200W MORADO ,JBSC1065,30.0,16.2,,JATA,,,Storable Product,JATA_JBSC1065
SECADOR MOTOR AC 2600W - 2 ACCESORIOS - NEGRO,JBSC1195,45.0,26.46,,JATA,,,Storable Product,JATA_JBSC1195
SECADOR TOURMALINE,SC56B,25.0,13.1,,JATA,,,Storable Product,JATA_SC56B
SET UTENSILIOS COCINA NYLON 6PIEZAS,HACC4600,20.0,10.8,,JATA,,,Storable Product,JATA_HACC4600
SET UTENSILIOS COCINA 6P SLICONA BOTE,HACC5460,30.0,19.98,,JATA,,,Storable Product,JATA_HACC5460
TAPA PARA MICROONDAS Y SARTEN,T16,12.0,6.15,Microondas,JATA,,,Storable Product,JATA_T16
TAPA VIDRIO PARA MICROONDAS Y SARTEN,T20,15.0,7.18,Microondas,JATA,,,Storable Product,JATA_T20
TAPA VIDRIO PARA MICROONDAS Y SARTEN,T26,18.0,8.2,Microondas,JATA,,,Storable Product,JATA_T26
TENDEDERO ROPA NEGRO 180X55X108,HTEN2370,29.0,15.66,,JATA,,,Storable Product,JATA_HTEN2370
TENDEDERO ROPA INOX 180X55X108,HTEN2375,29.0,15.7,,JATA,,,Storable Product,JATA_HTEN2375
BOTELLA TERMO INOX NEGRO 500ML,HTER1011,12.0,6.0,,JATA,,,Storable Product,JATA_HTER1011
TOSTADOR RANURAS 2,TT579,30.0,17.1,,JATA,,,Storable Product,JATA_TT579
TOSTADOR RANURAS 2 - INOX,TT1043,39.0,22.0,,JATA,,,Storable Product,JATA_TT1043
TOSTADOR HORIZONTAL INOX 600W 3 BARRAS,JETT1588,29.0,18.0,,JATA,,,Storable Product,JATA_JETT1588
OLLA A PRESION ABOMBADA 8L - 22CM,OPC8,69.0,34.2,,JATA,,,Storable Product,JATA_OPC8
OLLA A PRESION ABOMBADA 10L - 24CM,OPC10,79.0,37.35,,JATA,,,Storable Product,JATA_OPC10
BATERIA DE COCINA FULL INDUCTION (3 PIEZAS),BC3,59.0,33.34,,JATA,,,Storable Product,JATA_BC3
BATERIA DE COCINA 5 PIEZAS CON TAPAS,BC10,120.0,66.5,,JATA,,,Storable Product,JATA_BC10
ACEITERA SPRAY 15CL,HACC4539,12.0,6.53,,JATA,,,Storable Product,JATA_HACC4539
ACEITERA SPRAY 15CL,HACC4545,6.0,2.56,,JATA,,,Storable Product,JATA_HACC4545
BOLSA NEVERA TROLLEY PORTA ALIMENTOS 19L,980,20.0,10.32,,JATA,,,Storable Product,JATA_980
QUITAPELUSAS CON PILAS O ADAPTADOR,QP620,20.0,11.88,,JATA,,,Storable Product,JATA_QP620
(BEKO) A/A INVERTER 3000F WIFI,BEHPG120/121,390.0,205.0,Aire Acondicionado,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_BEHPG120/121
(THOMSON) CALEFACTOR CERÁMICO BLANCO,THSC25DB,30.0,16.0,,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_THSC25DB
(THOMSON) CALEFACTOR CERÁMICO NEGRO,THSC25DN,30.0,16.0,,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_THSC25DN
(THOMSON) CALEFACTOR CERÁMICO ROJO,THSC25DR,30.0,16.0,,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_THSC25DR
(KROMS) CAMPANA 70CM CRISTAL NEGRO,KC-LINE700TCBK,299.0,215.0,,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_KC-LINE700TCBK
(VOK) CONGELADOR ARCON 100L,EVF-99CDEW,189.0,109.0,,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_EVF-99CDEW
"(WINIA) FRIGO 2PTA - CICLICO - 1,43X54",WFR-M42ET,259.0,160.0,Frigoríficos,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_WFR-M42ET
"(SVAN) FRIGO COMBI NF BLANCO ""E""",SC185601ENF,375.0,235.0,Frigoríficos,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_SC185601ENF
(BEKO) CONJUNTO HORNO+VITRO ,BBSE12120XD,375.0,240.0,Hornos,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_BBSE12120XD
(CECOTEC) MICROONDAS PROCLEAN 2010 20L BLANCO,1587,59.0,35.5,Microondas,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_1587
(CECOTEC) MICROONDAS PROCLEAN 5120 INOX,1533,75.0,38.5,Microondas,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_1533
"(BEKO) LAVADORA 8KG - ""A"" - BLANCO - ",WRA8615XW,390.0,238.0,Lavadoras,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_WRA8615XW
"(VOK) LAVADORA 6KG - ""A"" - BLANCO - ",EVW-6BAWL21,245.0,155.0,Lavadoras,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_EVW-6BAWL21
(VOK) LAVAVAJILLAS 60CM - 14 CUBIERTOS - BLANCO,EVD-14FCWAD,345.0,209.0,,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_EVD-14FCWAD
(SVAN) SECADORA CONDENSACIÓN 8KG,SSC800BD,349.0,200.0,Secadoras,ELECTRODIRECTO,,,Storable Product,ELECTRODIRECTO_SSC800BD
(ARTICA) SPLIT INTERIOR ESA12IN/EXTERIOR ESA12EX,236724,325.0,202.2,,MIELECTRO,,,Storable Product,MIELECTRO_236724
CONGELADOR HORIZ. TENSAI (SIF240F) 86X83X66 180L,242338,360.0,238.76,,MIELECTRO,,,Storable Product,MIELECTRO_242338
ENVASADORA LAICA PRO (VT3104),234576,35.0,27.46,,MIELECTRO,,,Storable Product,MIELECTRO_234576
BOLSA ENVASADORA LAICA (VT3501),254603,15.0,13.29,,MIELECTRO,,,Storable Product,MIELECTRO_254603
"TV 32"" XIAOMI 2025 - HD GOOGLE TV",6941948700093,165.0,106.8,Televisores,MIELECTRO,,,Storable Product,MIELECTRO_6941948700093
"TV TCL 65"""" UHD GOOGLETV",65P631,699.0,419.4,Televisores,MIELECTRO,,,Storable Product,MIELECTRO_65P631
"TV HISENSE 85"" SMART TV",85A6K,1290.0,826.39,Televisores,MIELECTRO,,,Storable Product,MIELECTRO_85A6K
"TV LG 65""",65UR78006LK,0.0,458.17,Televisores,MIELECTRO,,,Storable Product,MIELECTRO_65UR78006LK
"SOPORTE ONE FOR ALL FIJO 40"""" A 84""""",WM2610/2611,49.0,12.79,,MIELECTRO,,,Storable Product,MIELECTRO_WM2610/2611
FRIGORÍFICO PUERTA FRANCESA BOLERO COOLMARKET FD 436 INOX E,01951,869.0,521.66,Frigoríficos,CECOTEC,,,Storable Product,CECOTEC_01951
AMERICANO BOLERO COOL MARKET SBS 430 BLANCO,02437,589.0,371.5,Frigoríficos,CECOTEC,,,Storable Product,CECOTEC_02437
ASPIRADOR CONGA ROCKSTAR MICRO ESSENTIAL,08380,55.0,41.98,Aspiradoras,CECOTEC,,,Storable Product,CECOTEC_08380
ASPIRADOR LIMPIACRISTALES,08058,35.0,27.63,Aspiradoras,CECOTEC,,,Storable Product,CECOTEC_08058
BASCULA DE COCINA DIGITAL COOK CONTROL,04236,19.0,12.61,,CECOTEC,,,Storable Product,CECOTEC_04236
SURFACE PRECISION 10600 SMART HEALTHY PRO DARK GREY,04265,40.0,33.53,,CECOTEC,,,Storable Product,CECOTEC_04265
BATIDORA MANO POWER retro azul 1200w,03938,30.0,18.26,Batidoras,CECOTEC,,,Storable Product,CECOTEC_03938
BATIDORA MANO POWER retro rojo 1200w,03939,30.0,18.26,Batidoras,CECOTEC,,,Storable Product,CECOTEC_03939
BATIDORA MANO POWER retro verde 1200w,03945,30.0,18.26,Batidoras,CECOTEC,,,Storable Product,CECOTEC_03945
BATIDORA MANO POWER PULSAR 2300W,03909,39.0,24.08,Batidoras,CECOTEC,,,Storable Product,CECOTEC_03909
BATIDORA MANO KATANA 12 JAR G,03965,45.0,25.67,Batidoras,CECOTEC,,,Storable Product,CECOTEC_03965
BATIDORA MANO KATANA 1500W CHOP,03975,55.0,36.49,Batidoras,CECOTEC,,,Storable Product,CECOTEC_03975
BATIDORA VASO POWER BLACK TITANIUM - RETRO AZUL,03883,45.0,24.87,Batidoras,CECOTEC,,,Storable Product,CECOTEC_03883
BATIDORA VASO RETRO ROJO,03935,35.0,18.63,Batidoras,CECOTEC,,,Storable Product,CECOTEC_03935
BATIDORA VASO POWER TITANIUM 500 EASYGO,03987,30.0,18.63,Batidoras,CECOTEC,,,Storable Product,CECOTEC_03987
BATIDORA VASO 2500W - BOTELLA REGALO,04310,79.0,49.79,Batidoras,CECOTEC,,,Storable Product,CECOTEC_04310
CAFETERA ITALIANA INDUCCION 4T,01621,35.0,22.84,Cafeteras,CECOTEC,,,Storable Product,CECOTEC_01621
CAFETERA ITALIANA ALUMINIO 12TAZAS - ,01669,18.0,11.46,Cafeteras,CECOTEC,,,Storable Product,CECOTEC_01669
CAFETERA 66 DROP&THERMO TIME,00274,40.0,27.22,Cafeteras,CECOTEC,,,Storable Product,CECOTEC_00274
CAFETERA EXPRESSO CUMBIA CAPRICCIOSA BLANCA,01595,69.0,52.49,Cafeteras,CECOTEC,,,Storable Product,CECOTEC_01595
CAFETERA POWER EXPRESSO 20 RETRO VERDE,01723,89.0,57.54,Cafeteras,CECOTEC,,,Storable Product,CECOTEC_01723
CAFETERA EXPRESSO VINTAGE BEIGE,01585,99.0,53.86,Cafeteras,CECOTEC,,,Storable Product,CECOTEC_01585
CAFETERA EXPRESSO CAFELIZZIA 790 NEGRO,01651,89.0,57.04,Cafeteras,CECOTEC,,,Storable Product,CECOTEC_01651
CAFETERA VINTAGE ROJO,01727,90.0,62.93,Cafeteras,CECOTEC,,,Storable Product,CECOTEC_01727
CAFETERA VINTAGE AMARILLA,01629,99.0,65.38,Cafeteras,CECOTEC,,,Storable Product,CECOTEC_01629
CAFETERA SEMIAUTOMATICA POWER-INSTANT SERIE BIANCA,01557,129.0,84.43,Cafeteras,CECOTEC,,,Storable Product,CECOTEC_01557
CHIMENEA ELÉCTRICA READYWARM 2000 FLAMES,08268,55.0,40.11,,CECOTEC,,,Storable Product,CECOTEC_08268
DEPILADORA BAMBA SKINCARE DEPIL-ACTION,04334,25.0,13.56,,CECOTEC,,,Storable Product,CECOTEC_04334
AFEITADORA DE CABEZA,04443,29.0,16.63,,CECOTEC,,,Storable Product,CECOTEC_04443
MULTIGROMING 10EN1 - TWISTGROOM CORTAPELOS,04194,45.0,27.93,,CECOTEC,,,Storable Product,CECOTEC_04194
EXPRIMIDOR ZITRA STEEL,03351,19.0,11.05,,CECOTEC,,,Storable Product,CECOTEC_03351
EXPRIMIDOR BRAZO ROJO XQUEEZE RETROJUICE 600,03899,35.0,22.89,,CECOTEC,,,Storable Product,CECOTEC_03899
EXPRIMIDOR ESSENTIAL HYDEN 120,03892,30.0,16.63,,CECOTEC,,,Storable Product,CECOTEC_03892
EXPRIMIDOR TOWERADJUST EASY STEEL,03951,35.0,20.8,,CECOTEC,,,Storable Product,CECOTEC_03951
"150 PIEZAS DE PAPEL FREIDORA AIRE DE 5 A 6,5L",03291,8.0,5.22,,CECOTEC,,,Storable Product,CECOTEC_03291
ACCESORIOS FREIDORA AIRE,03341,8.0,3.82,,CECOTEC,,,Storable Product,CECOTEC_03341
"FREIDORA AIRE - CECOFRY FANTASTIK VENTANA - 5,5L",04965,85.0,51.21,,CECOTEC,,,Storable Product,CECOTEC_04965
FREIDORA AIRE - CECOFRY DUOHEAT 6L,03292,99.0,59.44,,CECOTEC,,,Storable Product,CECOTEC_03292
FRIGORÍFICO BOLERO 1 PUERTA 85CM NEGRO (114L),02157,189.0,110.34,Frigoríficos,CECOTEC,,,Storable Product,CECOTEC_02157
FRIGORÍFICO BOLERO 1 PUERTA 85CM INOX,02674,219.0,126.55,Frigoríficos,CECOTEC,,,Storable Product,CECOTEC_02674
FRIGORÍFICO BOLERO 2P. ORIGEN 86 - GREEN E,01899,229.0,146.27,Frigoríficos,CECOTEC,,,Storable Product,CECOTEC_01899
CREPERA FUN CREPELICIOUS,08022,29.0,16.76,,CECOTEC,,,Storable Product,CECOTEC_08022
FONDUE ELECTRICA CHOCOLATE,08018,40.0,24.87,,CECOTEC,,,Storable Product,CECOTEC_08018
GOFRERA - SANDWICHERA ROCK TOAST FAMILY ,03200,35.0,22.07,,CECOTEC,,,Storable Product,CECOTEC_03200
PALOMITERO FUN&TASTEP´CORN,03261,25.0,14.27,,CECOTEC,,,Storable Product,CECOTEC_03261
PALOMITERO FUN&TASTEP´CORN lotus,04861,35.0,18.91,,CECOTEC,,,Storable Product,CECOTEC_04861
PISTOLA SILICONA,70020,25.0,13.63,,CECOTEC,,,Storable Product,CECOTEC_70020
FRIGORÍFICO BOLERO HABANA NEGRO 4L,02685,45.0,27.28,Frigoríficos,CECOTEC,,,Storable Product,CECOTEC_02685
FRIGORÍFICO BOLERO HABANA NEGRO 4L,02689,45.0,27.28,Frigoríficos,CECOTEC,,,Storable Product,CECOTEC_02689
FRIGORÍFICO BAMBA BLANCO 6L,02695,55.0,38.09,Frigoríficos,CECOTEC,,,Storable Product,CECOTEC_02695
FRIGORÍFICO BAMBA ESPEJO 6L,04441,55.0,34.1,Frigoríficos,CECOTEC,,,Storable Product,CECOTEC_04441
"LAVAVAJILLAS BOLERO AGUAZERO 6200 NEGRO ""D"" ",02774,339.0,198.31,,CECOTEC,,,Storable Product,CECOTEC_02774
"MICROONDAS 20L 3010 PROCLEAN, RETRO CREMA",01704,65.0,40.0,Microondas,CECOTEC,,,Storable Product,CECOTEC_01704
