default_code,name,type,standard_price,list_price,categ_id,supplier_id,active,sale_ok,purchase_ok
BSH002,Frigorífico Combi Siemens iQ500,consu,0.0,0.0,Frigoríficos,UNKNOWN,True,True,True
BSH003,Lavavajillas Bosch Serie 6 SMS6ZCI42E,consu,0.0,0.0,,UNKNOWN,True,True,True
BSH004,Horno Siemens iQ700 HB578G5S6,consu,0.0,0.0,Hornos,UNKNOWN,True,True,True
BSH005,Placa de inducción Bosch Serie 6 PID651FC1E,consu,0.0,0.0,Placas,UNKNOWN,True,True,True
ALM001,"Televisor Samsung 55"" Crystal UHD 4K",consu,0.0,0.0,Televisores,UNKNOWN,True,True,True
ALM002,Smartphone Xiaomi Redmi Note 12,consu,0.0,0.0,,UNKNOWN,True,True,True
ALM003,Portátil Lenovo IdeaPad 3,consu,0.0,0.0,,UNKNOWN,True,True,True
ALM004,Tablet Samsung Galaxy Tab A8,consu,0.0,0.0,,UNKNOWN,True,True,True
ALM005,Auriculares inalámbricos Sony WH-1000XM4,consu,0.0,0.0,,UNKNOWN,True,True,True
JEAP1629,ASPIRADOR ESCOBA SIN CABLE 250W,consu,76.43,120.0,Aspiradoras,JATA,True,True,True
BT185,BATIDORA VARILLA INOX 1000W,consu,18.0,35.0,Batidoras,JATA,True,True,True
JEBT1945,BATIDORA INOX 700W+ESTUCHE METAL,consu,18.4,35.0,Batidoras,JATA,True,True,True
JEBT1906,BATIDORA 4 CUCHILLAS - 500W,consu,11.0,18.0,Batidoras,JATA,True,True,True
JEBT5026,BATIDORA INOX TITANIUM 1000W - 3 ACCESORIOS AZUL,consu,22.5,40.0,Batidoras,JATA,True,True,True
JEBT1500,BATIDORA VASO INOX NEGRO,consu,37.0,69.0,Batidoras,JATA,True,True,True
CAX106,CAFETERA ITALIANA ODIN 6T,consu,7.2,15.0,Cafeteras,JATA,True,True,True
CAX110,CAFETERA ITALIANA ODIN 10T,consu,8.77,20.0,Cafeteras,JATA,True,True,True
JCRM1501,RADIADOR MICATHERMIC 750-1500W BLANCO,consu,48.0,65.0,,JATA,True,True,True
JCRM2206,RADIADOR MICATHERMIC 2 POTENCIAS 600W,consu,35.2,50.0,,JATA,True,True,True
JCCV2314,CONVECTOR 2000W,consu,22.4,35.0,,JATA,True,True,True
TV63,TERMOVENTILADOR HORIZONTAL 1000/2000W,consu,13.2,25.0,,JATA,True,True,True
RD227B,RADIADOR BLANCO MICATHERMIC 5 PLACAS BLANCO,consu,64.0,99.0,Placas,JATA,True,True,True
RD227N,RADIADOR BLANCO MICATHERMIC 5 PLACAS NEGRO,consu,64.0,99.0,Placas,JATA,True,True,True
JBCP3700,CORTAPELOS & BARBERO ,consu,16.2,29.0,,JATA,True,True,True
JBCP3305,"CORTAPELOS, DEPILADORA CORPORAL 9 EN 1",consu,25.38,49.0,,JATA,True,True,True
JBCP4000,CORTAPELOS RECARGABLE,consu,26.6,45.0,,JATA,True,True,True
CN15B,PERFILADOR,consu,9.26,15.0,,JATA,True,True,True
HACC4503,"SET 5 CUCHILLOS, CAJA DELUXE",consu,8.1,20.0,,JATA,True,True,True
HACC4501,SET 2 CUCHILLOS COCINA SANTOKU,consu,5.7,12.0,,JATA,True,True,True
HACC4507,SET 2 CUCHILLOS PUNTILLA VERDURA,consu,2.2,5.0,,JATA,True,True,True
EX611,EXPRIMIDOR INOX. BRAZO,consu,18.9,39.0,,JATA,True,True,True
EX549,EXPRIMIDOR MOTOR AC 60W BLANCO,consu,13.95,30.0,,JATA,True,True,True
FR5600,"FREIDORA INOX 1,5L",consu,26.0,39.0,,JATA,True,True,True
HACC4534,GUANTE DE COCINA DE SILICONA (GRIS),consu,5.18,9.0,,JATA,True,True,True
JEHA1040,"HERVIDOR JARRA 1,8L - 1500W - INOX",consu,11.0,25.0,,JATA,True,True,True
JEHN0910,HORNO SOBREMESA 10L - 800W,consu,24.3,40.0,Hornos,JATA,True,True,True
HN928,HORNO SOBREMESA 28L,consu,50.49,89.0,Hornos,JATA,True,True,True
HN936,HORNO SOBREMESA 36L,consu,64.26,120.0,Hornos,JATA,True,True,True
HN945,HORNO SOBREMESA 45L,consu,73.8,130.0,Hornos,JATA,True,True,True
HJAR1001,"JARRA DE AGUA JATA 2,5L 6FILTROS",consu,19.98,39.0,,JATA,True,True,True
JELI1580,LICUADORA INOX 400W - 450ML,consu,31.9,55.0,,JATA,True,True,True
AC57E,"PICADORA, BATIDORA MANUAL (MINI EXPOSITOR)",consu,4.86,10.0,Batidoras,JATA,True,True,True
JEPC1250,"PICADORA, 1,5L - 2 VELOCIDADES - 400W",consu,24.62,45.0,,JATA,True,True,True
V142,VITROCERAMICA ELECTRICA PORTATIL 2F - AZUL,consu,44.3,70.0,,JATA,True,True,True
JECG2721,COCINA DE GAS 1 QUEMADOR - NEGRO,consu,10.0,25.0,,JATA,True,True,True
JECG2702,COCINA DE GAS 2 QUEMADORES - NEGRO,consu,24.62,50.0,,JATA,True,True,True
GR266,GRILL ASAR DOBLE 3 EN 1 PLACAS,consu,23.08,40.0,Placas,JATA,True,True,True
JEGR1913,GRILL ASAR DOBLE PLACAS LISAS,consu,34.2,60.0,Placas,JATA,True,True,True
GR195,PLANCHA DE ASAR ELECTRICA,consu,21.6,40.0,,JATA,True,True,True
GR558,PLANCHA DE ASAR M MAGIC,consu,31.5,69.0,,JATA,True,True,True
JEGR2851,PLANCHA ASAR 2600W ATONITE 46X28,consu,33.2,69.0,,JATA,True,True,True
JEGR1603,PLANCHA ASAR 2400W 60X53 NEGRO,consu,42.66,79.0,,JATA,True,True,True
GR555A,PLANCHA DE ASAR MAGIC,consu,27.9,50.0,,JATA,True,True,True
PL225,PLANCHA VAPOR SUELA INOX - 2200W,consu,18.52,29.0,,JATA,True,True,True
PL598C,PLANCHA SUELA CERAMICA ROPA,consu,18.52,35.0,,JATA,True,True,True
PL622C,PLANCHA SUELA CERAMICA ROPA,consu,18.0,35.0,,JATA,True,True,True
JECP8523,"CENTRO PLANCHADO CERAMICO 1,1L - 2250W",consu,53.73,90.0,,JATA,True,True,True
JESW1231,SANDWICHERA DOBLE 750W NEGRO,consu,12.5,25.0,,JATA,True,True,True
SMH14,"SARTEN MINI ""HUEVO FRITO""",consu,4.32,9.0,,JATA,True,True,True
SF918,SARTEN 18CM FULL INDUCTION,consu,7.56,15.0,,JATA,True,True,True
SF920,SARTEN 20CM FULL INDUCTION,consu,8.91,17.0,,JATA,True,True,True
SF922,SARTEN 22CM FULL INDUCTION,consu,9.45,19.0,,JATA,True,True,True
SF924,SARTEN 24CM FULL INDUCTION,consu,10.8,21.0,,JATA,True,True,True
SF926,SARTEN 26CM FULL INDUCTION,consu,12.15,23.0,,JATA,True,True,True
SF928,SARTEN 28CM FULL INDUCTION,consu,13.77,25.0,,JATA,True,True,True
SF930,SARTEN 30CM FULL INDUCTION,consu,15.93,30.0,,JATA,True,True,True
TF928,TARTERA 28CM FULL INDUCTION TAAL,consu,21.06,39.0,,JATA,True,True,True
JBSC1065,SECADOR MOTOR AC  2200W MORADO ,consu,16.2,30.0,,JATA,True,True,True
JBSC1195,SECADOR MOTOR AC 2600W - 2 ACCESORIOS - NEGRO,consu,26.46,45.0,,JATA,True,True,True
SC56B,SECADOR TOURMALINE,consu,13.1,25.0,,JATA,True,True,True
HACC4600,SET UTENSILIOS COCINA NYLON 6PIEZAS,consu,10.8,20.0,,JATA,True,True,True
HACC5460,SET UTENSILIOS COCINA 6P SLICONA BOTE,consu,19.98,30.0,,JATA,True,True,True
T16,TAPA PARA MICROONDAS Y SARTEN,consu,6.15,12.0,Microondas,JATA,True,True,True
T20,TAPA VIDRIO PARA MICROONDAS Y SARTEN,consu,7.18,15.0,Microondas,JATA,True,True,True
T26,TAPA VIDRIO PARA MICROONDAS Y SARTEN,consu,8.2,18.0,Microondas,JATA,True,True,True
HTEN2370,TENDEDERO ROPA NEGRO 180X55X108,consu,15.66,29.0,,JATA,True,True,True
HTEN2375,TENDEDERO ROPA INOX 180X55X108,consu,15.7,29.0,,JATA,True,True,True
HTER1011,BOTELLA TERMO INOX NEGRO 500ML,consu,6.0,12.0,,JATA,True,True,True
TT579,TOSTADOR RANURAS 2,consu,17.1,30.0,,JATA,True,True,True
TT1043,TOSTADOR RANURAS 2 - INOX,consu,22.0,39.0,,JATA,True,True,True
JETT1588,TOSTADOR HORIZONTAL INOX 600W 3 BARRAS,consu,18.0,29.0,,JATA,True,True,True
OPC8,OLLA A PRESION ABOMBADA 8L - 22CM,consu,34.2,69.0,,JATA,True,True,True
OPC10,OLLA A PRESION ABOMBADA 10L - 24CM,consu,37.35,79.0,,JATA,True,True,True
BC3,BATERIA DE COCINA FULL INDUCTION (3 PIEZAS),consu,33.34,59.0,,JATA,True,True,True
BC10,BATERIA DE COCINA 5 PIEZAS CON TAPAS,consu,66.5,120.0,,JATA,True,True,True
HACC4539,ACEITERA SPRAY 15CL,consu,6.53,12.0,,JATA,True,True,True
HACC4545,ACEITERA SPRAY 15CL,consu,2.56,6.0,,JATA,True,True,True
980,BOLSA NEVERA TROLLEY PORTA ALIMENTOS 19L,consu,10.32,20.0,,JATA,True,True,True
QP620,QUITAPELUSAS CON PILAS O ADAPTADOR,consu,11.88,20.0,,JATA,True,True,True
BEHPG120/121,(BEKO) A/A INVERTER 3000F WIFI,consu,205.0,390.0,Aire Acondicionado,ELECTRODIRECTO,True,True,True
THSC25DB,(THOMSON) CALEFACTOR CERÁMICO BLANCO,consu,16.0,30.0,,ELECTRODIRECTO,True,True,True
THSC25DN,(THOMSON) CALEFACTOR CERÁMICO NEGRO,consu,16.0,30.0,,ELECTRODIRECTO,True,True,True
THSC25DR,(THOMSON) CALEFACTOR CERÁMICO ROJO,consu,16.0,30.0,,ELECTRODIRECTO,True,True,True
KC-LINE700TCBK,(KROMS) CAMPANA 70CM CRISTAL NEGRO,consu,215.0,299.0,,ELECTRODIRECTO,True,True,True
EVF-99CDEW,(VOK) CONGELADOR ARCON 100L,consu,109.0,189.0,,ELECTRODIRECTO,True,True,True
WFR-M42ET,"(WINIA) FRIGO 2PTA - CICLICO - 1,43X54",consu,160.0,259.0,Frigoríficos,ELECTRODIRECTO,True,True,True
SC185601ENF,"(SVAN) FRIGO COMBI NF BLANCO ""E""",consu,235.0,375.0,Frigoríficos,ELECTRODIRECTO,True,True,True
BBSE12120XD,(BEKO) CONJUNTO HORNO+VITRO ,consu,240.0,375.0,Hornos,ELECTRODIRECTO,True,True,True
1587,(CECOTEC) MICROONDAS PROCLEAN 2010 20L BLANCO,consu,35.5,59.0,Microondas,ELECTRODIRECTO,True,True,True
1533,(CECOTEC) MICROONDAS PROCLEAN 5120 INOX,consu,38.5,75.0,Microondas,ELECTRODIRECTO,True,True,True
WRA8615XW,"(BEKO) LAVADORA 8KG - ""A"" - BLANCO - ",consu,238.0,390.0,Lavadoras,ELECTRODIRECTO,True,True,True
EVW-6BAWL21,"(VOK) LAVADORA 6KG - ""A"" - BLANCO - ",consu,155.0,245.0,Lavadoras,ELECTRODIRECTO,True,True,True
EVD-14FCWAD,(VOK) LAVAVAJILLAS 60CM - 14 CUBIERTOS - BLANCO,consu,209.0,345.0,,ELECTRODIRECTO,True,True,True
SSC800BD,(SVAN) SECADORA CONDENSACIÓN 8KG,consu,200.0,349.0,Secadoras,ELECTRODIRECTO,True,True,True
236724,(ARTICA) SPLIT INTERIOR ESA12IN/EXTERIOR ESA12EX,consu,202.2,325.0,,MIELECTRO,True,True,True
242338,CONGELADOR HORIZ. TENSAI (SIF240F) 86X83X66 180L,consu,238.76,360.0,,MIELECTRO,True,True,True
234576,ENVASADORA LAICA PRO (VT3104),consu,27.46,35.0,,MIELECTRO,True,True,True
254603,BOLSA ENVASADORA LAICA (VT3501),consu,13.29,15.0,,MIELECTRO,True,True,True
6941948700093,"TV 32"" XIAOMI 2025 - HD GOOGLE TV",consu,106.8,165.0,Televisores,MIELECTRO,True,True,True
65P631,"TV TCL 65"""" UHD GOOGLETV",consu,419.4,699.0,Televisores,MIELECTRO,True,True,True
85A6K,"TV HISENSE 85"" SMART TV",consu,826.39,1290.0,Televisores,MIELECTRO,True,True,True
65UR78006LK,"TV LG 65""",consu,458.17,0.0,Televisores,MIELECTRO,True,True,True
WM2610/2611,"SOPORTE ONE FOR ALL FIJO 40"""" A 84""""",consu,12.79,49.0,,MIELECTRO,True,True,True
01951,FRIGORÍFICO PUERTA FRANCESA BOLERO COOLMARKET FD 436 INOX E,consu,521.66,869.0,Frigoríficos,CECOTEC,True,True,True
02437,AMERICANO BOLERO COOL MARKET SBS 430 BLANCO,consu,371.5,589.0,Frigoríficos,CECOTEC,True,True,True
08380,ASPIRADOR CONGA ROCKSTAR MICRO ESSENTIAL,consu,41.98,55.0,Aspiradoras,CECOTEC,True,True,True
08058,ASPIRADOR LIMPIACRISTALES,consu,27.63,35.0,Aspiradoras,CECOTEC,True,True,True
04236,BASCULA DE COCINA DIGITAL COOK CONTROL,consu,12.61,19.0,,CECOTEC,True,True,True
04265,SURFACE PRECISION 10600 SMART HEALTHY PRO DARK GREY,consu,33.53,40.0,,CECOTEC,True,True,True
03938,BATIDORA MANO POWER retro azul 1200w,consu,18.26,30.0,Batidoras,CECOTEC,True,True,True
03939,BATIDORA MANO POWER retro rojo 1200w,consu,18.26,30.0,Batidoras,CECOTEC,True,True,True
03945,BATIDORA MANO POWER retro verde 1200w,consu,18.26,30.0,Batidoras,CECOTEC,True,True,True
03909,BATIDORA MANO POWER PULSAR 2300W,consu,24.08,39.0,Batidoras,CECOTEC,True,True,True
03965,BATIDORA MANO KATANA 12 JAR G,consu,25.67,45.0,Batidoras,CECOTEC,True,True,True
03975,BATIDORA MANO KATANA 1500W CHOP,consu,36.49,55.0,Batidoras,CECOTEC,True,True,True
03883,BATIDORA VASO POWER BLACK TITANIUM - RETRO AZUL,consu,24.87,45.0,Batidoras,CECOTEC,True,True,True
03935,BATIDORA VASO RETRO ROJO,consu,18.63,35.0,Batidoras,CECOTEC,True,True,True
03987,BATIDORA VASO POWER TITANIUM 500 EASYGO,consu,18.63,30.0,Batidoras,CECOTEC,True,True,True
04310,BATIDORA VASO 2500W - BOTELLA REGALO,consu,49.79,79.0,Batidoras,CECOTEC,True,True,True
01621,CAFETERA ITALIANA INDUCCION 4T,consu,22.84,35.0,Cafeteras,CECOTEC,True,True,True
01669,CAFETERA ITALIANA ALUMINIO 12TAZAS - ,consu,11.46,18.0,Cafeteras,CECOTEC,True,True,True
00274,CAFETERA 66 DROP&THERMO TIME,consu,27.22,40.0,Cafeteras,CECOTEC,True,True,True
01595,CAFETERA EXPRESSO CUMBIA CAPRICCIOSA BLANCA,consu,52.49,69.0,Cafeteras,CECOTEC,True,True,True
01723,CAFETERA POWER EXPRESSO 20 RETRO VERDE,consu,57.54,89.0,Cafeteras,CECOTEC,True,True,True
01585,CAFETERA EXPRESSO VINTAGE BEIGE,consu,53.86,99.0,Cafeteras,CECOTEC,True,True,True
01651,CAFETERA EXPRESSO CAFELIZZIA 790 NEGRO,consu,57.04,89.0,Cafeteras,CECOTEC,True,True,True
01727,CAFETERA VINTAGE ROJO,consu,62.93,90.0,Cafeteras,CECOTEC,True,True,True
01629,CAFETERA VINTAGE AMARILLA,consu,65.38,99.0,Cafeteras,CECOTEC,True,True,True
01557,CAFETERA SEMIAUTOMATICA POWER-INSTANT SERIE BIANCA,consu,84.43,129.0,Cafeteras,CECOTEC,True,True,True
08268,CHIMENEA ELÉCTRICA READYWARM 2000 FLAMES,consu,40.11,55.0,,CECOTEC,True,True,True
04334,DEPILADORA BAMBA SKINCARE DEPIL-ACTION,consu,13.56,25.0,,CECOTEC,True,True,True
04443,AFEITADORA DE CABEZA,consu,16.63,29.0,,CECOTEC,True,True,True
04194,MULTIGROMING 10EN1 - TWISTGROOM CORTAPELOS,consu,27.93,45.0,,CECOTEC,True,True,True
03351,EXPRIMIDOR ZITRA STEEL,consu,11.05,19.0,,CECOTEC,True,True,True
03899,EXPRIMIDOR BRAZO ROJO XQUEEZE RETROJUICE 600,consu,22.89,35.0,,CECOTEC,True,True,True
03892,EXPRIMIDOR ESSENTIAL HYDEN 120,consu,16.63,30.0,,CECOTEC,True,True,True
03951,EXPRIMIDOR TOWERADJUST EASY STEEL,consu,20.8,35.0,,CECOTEC,True,True,True
03291,"150 PIEZAS DE PAPEL FREIDORA AIRE DE 5 A 6,5L",consu,5.22,8.0,,CECOTEC,True,True,True
03341,ACCESORIOS FREIDORA AIRE,consu,3.82,8.0,,CECOTEC,True,True,True
04965,"FREIDORA AIRE - CECOFRY FANTASTIK VENTANA - 5,5L",consu,51.21,85.0,,CECOTEC,True,True,True
03292,FREIDORA AIRE - CECOFRY DUOHEAT 6L,consu,59.44,99.0,,CECOTEC,True,True,True
02157,FRIGORÍFICO BOLERO 1 PUERTA 85CM NEGRO (114L),consu,110.34,189.0,Frigoríficos,CECOTEC,True,True,True
02674,FRIGORÍFICO BOLERO 1 PUERTA 85CM INOX,consu,126.55,219.0,Frigoríficos,CECOTEC,True,True,True
01899,FRIGORÍFICO BOLERO 2P. ORIGEN 86 - GREEN E,consu,146.27,229.0,Frigoríficos,CECOTEC,True,True,True
08022,CREPERA FUN CREPELICIOUS,consu,16.76,29.0,,CECOTEC,True,True,True
08018,FONDUE ELECTRICA CHOCOLATE,consu,24.87,40.0,,CECOTEC,True,True,True
03200,GOFRERA - SANDWICHERA ROCK TOAST FAMILY ,consu,22.07,35.0,,CECOTEC,True,True,True
03261,PALOMITERO FUN&TASTEP´CORN,consu,14.27,25.0,,CECOTEC,True,True,True
04861,PALOMITERO FUN&TASTEP´CORN lotus,consu,18.91,35.0,,CECOTEC,True,True,True
70020,PISTOLA SILICONA,consu,13.63,25.0,,CECOTEC,True,True,True
02685,FRIGORÍFICO BOLERO HABANA NEGRO 4L,consu,27.28,45.0,Frigoríficos,CECOTEC,True,True,True
02689,FRIGORÍFICO BOLERO HABANA NEGRO 4L,consu,27.28,45.0,Frigoríficos,CECOTEC,True,True,True
02695,FRIGORÍFICO BAMBA BLANCO 6L,consu,38.09,55.0,Frigoríficos,CECOTEC,True,True,True
04441,FRIGORÍFICO BAMBA ESPEJO 6L,consu,34.1,55.0,Frigoríficos,CECOTEC,True,True,True
02774,"LAVAVAJILLAS BOLERO AGUAZERO 6200 NEGRO ""D"" ",consu,198.31,339.0,,CECOTEC,True,True,True
01704,"MICROONDAS 20L 3010 PROCLEAN, RETRO CREMA",consu,40.0,65.0,Microondas,CECOTEC,True,True,True
01706,"MICROONDAS 20L GRILL, 3110, RETRO AZUL",consu,43.34,65.0,Microondas,CECOTEC,True,True,True
01711,"MICROONDAS 20L GRILL, 5110, digital RETRO AZUL ",consu,43.34,75.0,Microondas,CECOTEC,True,True,True
01713,"MICROONDAS 20L GRILL, PROCLEAN, RETRO AMARILLO",consu,44.0,75.0,Microondas,CECOTEC,True,True,True
A01_EU01_100518,MICROONDAS 20L PROCLEAN 3120 - INOX ESPEJO SIN PLATO,consu,53.36,85.0,Microondas,CECOTEC,True,True,True
01399,MICROONDAS SIN PLATO GRANDHEAT 2010 FLATBED STEEL,consu,60.04,89.0,Microondas,CECOTEC,True,True,True
01405,MICROONDAS 25L SIN PLATO GRANDHEAT 2500-NEGRO,consu,74.17,119.0,Microondas,CECOTEC,True,True,True
01359,MICROONDAS 23L SIN PLATO GRANDHEAT 2300 - BLANCO,consu,67.43,109.0,Microondas,CECOTEC,True,True,True
01537,Microondas digital de 23 litros - PROCLEAN 6110,consu,56.7,109.0,Microondas,CECOTEC,True,True,True
A01_EU01_100513,MICROONDAS 20L PROCLEAN 3030 - NEGRO SIN PLATO,consu,49.35,79.0,Microondas,CECOTEC,True,True,True
A01_EU01_100516,MICROONDAS 20L PROCLEAN 3120 - BLANCO SIN PLATO,consu,50.02,79.0,Microondas,CECOTEC,True,True,True
A01_EU01_101130,MICROONDAS 20L CON GRILL - 700W - AZUL,consu,70.06,110.0,Microondas,CECOTEC,True,True,True
A01_EU01_101132,MICROONDAS 20L CON GRILL - 700W - VERDE,consu,70.06,110.0,Microondas,CECOTEC,True,True,True
03811,HORNO SOBREMESA 10L BLANCO,consu,21.3,39.0,Hornos,CECOTEC,True,True,True
03812,HORNO SOBREMESA 23L BLANCO BAKE&TOAST,consu,38.34,65.0,Hornos,CECOTEC,True,True,True
03813,HORNO SOBREMESA 26L BLANCO (4PIZZA),consu,50.0,79.0,Hornos,CECOTEC,True,True,True
03814,HORNO SOBREMESA 30L BLANCO,consu,52.02,89.0,Hornos,CECOTEC,True,True,True
03069,PLACA DE INDUCCIÓN PORTATIL FULL RYSTAL ONYX,consu,27.42,49.0,Placas,CECOTEC,True,True,True
03088,PLANCHA DE ASAR TASTY&GRILL 3000,consu,28.1,45.0,,CECOTEC,True,True,True
05543,PLANCHA VERTICAL (FAST&FURIOUS) 4010 VITAL,consu,19.69,29.0,,CECOTEC,True,True,True
01866,CENTRO PLANCHADO VERTICAL,consu,49.73,65.0,,CECOTEC,True,True,True
01872,PLANCHA ROPA IRONHERO3200 FORCE,consu,18.8,35.0,,CECOTEC,True,True,True
05535,CENTRO PLANCHADO-Fast&Furious 8040 Absolute ,consu,66.12,99.0,,CECOTEC,True,True,True
03130,SET SARTENES POLKA 18-22-26 (ROSA),consu,24.26,39.0,,CECOTEC,True,True,True
03167,1 SARTEN POLKA 18 (NEGRO MANGO TURQUESA),consu,8.45,15.0,,CECOTEC,True,True,True
00664,PLANCHA PELO RITUAL CARE TWERK,consu,30.85,45.0,,CECOTEC,True,True,True
00267,HERVIDOR DE AGUA ELECTRICO WOODY 200 RETRO NEGRO,consu,27.52,45.0,,CECOTEC,True,True,True
01485,HERVIDOR THERMOSENSE VINTAGE - BEIGE,consu,28.89,45.0,,CECOTEC,True,True,True
01483,HERVIDOR THERMOSENSE VINTAGE - VERDE,consu,28.89,45.0,,CECOTEC,True,True,True
03179,TOSTADOR 9000 DOBLE NEGRO,consu,16.27,29.0,,CECOTEC,True,True,True
03105,TOSTADOR 8000 DOBLE RETRO BLUE,consu,23.98,40.0,,CECOTEC,True,True,True
08210,VENTILADOR ROSA RETRO DESK 400,consu,17.55,30.0,,CECOTEC,True,True,True
08208,VENTILADOR BEIGE RETRO - 800,consu,22.83,39.0,,CECOTEC,True,True,True
02450,PLACA INDUCCIÓN BOLERO SQUAD - 2 FUEGOS,consu,67.73,119.0,Placas,CECOTEC,True,True,True
A01_EU01_100188,PLACA GAS 43 FUEGOS INOX - 60CM,consu,91.9,139.0,Placas,CECOTEC,True,True,True
04181,JARRA PURIFICADORA AGUA H2ONATURE 2400,consu,15.15,25.0,,CECOTEC,True,True,True
02310,SACACORCHOS ELÉCTRICO INSTANTCORK 1000,consu,16.27,29.0,,CECOTEC,True,True,True
04109,HERVIDOR VAPOVITA 3000 INOX - VAPORERA,consu,19.29,35.0,,CECOTEC,True,True,True
02307,CORTAFIAMBRES ROCK´CUT TWIN,consu,51.55,85.0,,CECOTEC,True,True,True
03260,ACEITERA SPRAY POLKA ,consu,3.82,8.0,,CECOTEC,True,True,True
02229,PANIFICADORA,consu,55.12,89.0,,CECOTEC,True,True,True
01180,UTENSILIOS COCINA AMARILLO,consu,16.67,25.0,,CECOTEC,True,True,True
01181,UTENSILIOS COCINA ROSA,consu,16.21,25.0,,CECOTEC,True,True,True
01024,SET CUCHILLOS 6 SWISS NEGRO,consu,9.98,20.0,,CECOTEC,True,True,True
01012,SET CUCHILLOS 7 TITANIUM,consu,9.98,15.0,,CECOTEC,True,True,True
00644,VAPORETA MANUAL VENTANAS,consu,34.97,55.0,,CECOTEC,True,True,True
WHITE GOLD,BATIDORA DE VASO  (LIQUIFICADORA) 1500W,consu,45.45,55.0,Batidoras,UFESA,True,True,True
ECLIPSE,BATIDORA DE VARILLA (DE MANO),consu,25.47,39.0,Batidoras,UFESA,True,True,True
PR2000,GRILL - PLANCHA,consu,53.71,69.0,,UFESA,True,True,True
COBALT2200,PLANCHA VAPOR UFESA,consu,20.65,25.0,,UFESA,True,True,True
BBSE12120XD,PLANCHA VAPOR 2800W,consu,33.05,39.0,,UFESA,True,True,True
LUXE STEAM GLIDE,CENTRO PLANCHADO ,consu,74.37,89.0,,UFESA,True,True,True
POCKET MIST,PLANCHA VERTICAL UFESA 1470W,consu,33.05,39.0,,UFESA,True,True,True
SC8350,SECADOR PELO UFESA 2400W,consu,22.31,29.0,,UFESA,True,True,True
SC8460,SECADOR PELO UFESA 2400W,consu,33.05,39.0,,UFESA,True,True,True
238071009,VENTILADOR SOBREMESA PIZARRO MINI NEGRO 2V - 20W,consu,7.96,15.0,,ABRILA,True,True,True
240071001,MINIVENTILADOR SOBREMESA - INALAMBRICO 5W ,consu,8.95,18.0,,ABRILA,True,True,True
238071109,VENTILADOR SOBREMESA PIZARRO PEQUEÑO NEGRO 2V - 25W,consu,11.98,23.0,,ABRILA,True,True,True
238071209,VENTILADOR SOBREMESA PIZARRO MEDIANO NEGRO 35W,consu,12.97,25.0,,ABRILA,True,True,True
241871001,VENTILADOR SOBREMESA INALAMBRICO AGUILA BLANCO,consu,12.89,25.0,,ABRILA,True,True,True
184171201,VENTILADOR SOBREMESA CAPE BLANCO - 2V - 25W,consu,12.89,25.0,,ABRILA,True,True,True
184171101,VENTILADOR SOBREMESA CAPE BLANCO - 3V - 35W,consu,13.92,28.0,,ABRILA,True,True,True
242071015,VENTILADOR SOBREMESA INALAMBRICO PACHECO BLANCO,consu,14.97,30.0,,ABRILA,True,True,True
183941001,VENTILADOR DE PIE ETESIO BLANCO - 3V 40W - OSCILANTE,consu,14.98,30.0,,ABRILA,True,True,True
183941009,VENTILADOR DE PIE NEGRO - 3V - 40W- OSCILANTE,consu,14.98,30.0,,ABRILA,True,True,True
184041001,VENTILADOR DE PIE BISE BLANCO 3V 45W - OSCILANTE,consu,20.97,40.0,,ABRILA,True,True,True
238371009,VENTILADOR TORRE CUCO NEGRO 3VEL. 50W,consu,19.9,40.0,,ABRILA,True,True,True
242171028,VENTILADOR INALAMBRICO PC PORTATIL JERICO BLANCO,consu,9.89,19.0,,ABRILA,True,True,True
142591403,VENTILADOR BAYOMO - NIQUEL - 4 ASPAS - 59W,consu,40.09,80.0,,ABRILA,True,True,True
142591401,VENTILADOR BAYOMO - BLANCO - 4 ASPAS - 59W,consu,40.09,80.0,,ABRILA,True,True,True
165391401,VENTILADOR PC DANI - BLANCO - 6VEL. ,consu,40.1,80.0,,ABRILA,True,True,True
142791401,VENTILADOR DC MATANUSKA 72W BLANCO - BLUETHOOT,consu,70.09,139.0,,ABRILA,True,True,True
142791403,VENTILADOR DC MATANUSKA 72W NIQUEL - BLUETHOOT,consu,70.09,139.0,,ABRILA,True,True,True
3IP-PG230NB,PLANCHA GAS PARA ASAR - 2 FUEGOS - NEGRO,consu,97.0,169.0,,VITROKITCHEN,True,True,True
3HM-EN630LIB-VS,ENCIMERA INOX-60CM - HIERRO COLADO,consu,90.0,145.0,,VITROKITCHEN,True,True,True
3HM-EN636LIB-VS,ENCIMERA INOX-60CM - HIERRO FUNDIDO,consu,103.0,169.0,,VITROKITCHEN,True,True,True
3IP-PG330NB,PLANCHA GAS PARA ASAR - 3 FUEGOS - NEGRO,consu,124.0,199.0,,VITROKITCHEN,True,True,True
CONA90PBX,(JOHNSON) COCINA 90CM HORNO/PORTABOM INOX,consu,353.12,559.0,Hornos,EAS,True,True,True
JRC1852EMX,(JOHNSON) COMBI NF 186X59X60 CLASE E INOX ,consu,290.7,479.0,,EAS,True,True,True
EMC2010SW1,"(EAS) NF 201X59,5X63 CLASE E BLANCO",consu,355.98,459.0,,EAS,True,True,True
EMC2010SX1,"(EAS) NF 201X59,5X63 CLASE E INOX",consu,376.38,469.0,,EAS,True,True,True
