default_code,name,type,standard_price,list_price,categ_id,supplier_id,active,sale_ok,purchase_ok
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
CMICM4020W,MICROONDAS CORBERÓ 20L 700W,consu,0.0,0.0,,ALMCE,True,True,True
CMICM5020GW,MICROOONDAS CORBERÓ BLANCO ,consu,0.0,0.0,,ALMCE,True,True,True
CMICM5020GW,MICROOONDAS CORBERÓ BLANCO ,consu,0.0,0.0,,ALMCE,True,True,True
CMICM6020GX,MICROONDAS CORBERÓ 20L 700W,consu,0.0,0.0,,ALMCE,True,True,True
CMICG270WOODN,MICROONDAS CORBERÓ VINTAGE ,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
CMXG20DS,MICROONDAS CANDY,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
,,consu,0.0,0.0,,ALMCE,True,True,True
