default_code,name,type,standard_price,list_price,categ_id,supplier_id,active,sale_ok,purchase_ok
FH5040 A,CALEFACTOR COMPACTO BLANCO - 2000W,consu,0.0,0.0,,ORBEGOZO,True,True,True
FH5140,CALEFACTOR COMPACTO NEGRO - 2000W,consu,0.0,0.0,,ORBEGOZO,True,True,True
FH5034,CALEFACTOR HORIZONTAL BLANCO - 2000W,consu,0.0,0.0,,ORBEGOZO,True,True,True
BB5000,ESTUFA BAÑO PARED INOX - 1200W,consu,0.0,0.0,,ORBEGOZO,True,True,True
BB5002,ESTUFA BAÑO PARED BLANCA - 1200W,consu,0.0,0.0,,ORBEGOZO,True,True,True
FH5237,CALEFACTOR VERTICAL NEGRO - 2000W,consu,0.0,0.0,,ORBEGOZO,True,True,True
CR5016,CALEFACTOR CERÁMICO - 1500W,consu,0.0,0.0,,ORBEGOZO,True,True,True
BP5008,CALENTADOR HALOGENO - 1200W,consu,0.0,0.0,,ORBEGOZO,True,True,True
SP6000,CALEFACTOR DE PARED (BAÑO) - 2000W,consu,0.0,0.0,,ORBEGOZO,True,True,True
RU2000,RADIADOR DE ACEITE (18033),consu,0.0,0.0,,ORBEGOZO,True,True,True
BR90,BRASERO ROJO ELECTRICO (18186,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
EXPRIMIDOR,,consu,0.0,0.0,,ORBEGOZO,True,True,True
EP4200,EXPRIMIDOR OBEGOZO,consu,0.0,0.0,,ORBEGOZO,True,True,True
EP4300,EXPRIMIDOR OBEGOZO 1100W INOX BRAZO,consu,0.0,0.0,,ORBEGOZO,True,True,True
EP4300,EXPRIMIDOR OBEGOZO 1100W INOX BRAZO,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
FREIDORAS AIRE,,consu,0.0,0.0,,ORBEGOZO,True,True,True
FDR8010,FREIDORA SIN ACEITE NEGRA (8L),consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
GOFR./SANDW./PALOM,,consu,0.0,0.0,,ORBEGOZO,True,True,True
WL1500,GOFRERA BLANCA REDONDA 1000W,consu,0.0,0.0,,ORBEGOZO,True,True,True
SW5000,SANDWICHERA,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
MICROONDAS,,consu,0.0,0.0,,ORBEGOZO,True,True,True
MI2115,MICROONDAS BLANCO 20L - 700W,consu,0.0,0.0,,ORBEGOZO,True,True,True
MI2117,MICROONDAS NEGRO 20L,consu,0.0,0.0,,ORBEGOZO,True,True,True
MI2122,MICROONDAS ORBEGOZO VINTAGE BLANCO/MADERA 20L,consu,0.0,0.0,,ORBEGOZO,True,True,True
MI2030CE,MICROONDAS 20L - SIN PLATO - 700W - 1150W - ,consu,0.0,0.0,,ORBEGOZO,True,True,True
MI2531,"MICROONDAS 25L, BLANCO, 900W+GRILL",consu,0.0,0.0,,ORBEGOZO,True,True,True
MIG2047,MICROONDAS 20L INOX - ORBEGOZO CON GRILL SIN PLATO,consu,0.0,0.0,,ORBEGOZO,True,True,True
MIG2047,MICROONDAS 20L INOX - ORBEGOZO CON GRILL SIN PLATO,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
MINIHORNO,,consu,0.0,0.0,,ORBEGOZO,True,True,True
HCC5015,MINI HORNO 15 LITROS NEGRO,consu,0.0,0.0,,ORBEGOZO,True,True,True
HO990,MINI HORNO 10 LITROS ESPEJO/BLANCO,consu,0.0,0.0,,ORBEGOZO,True,True,True
HO990,MINI HORNO 10 LITROS ESPEJO/BLANCO,consu,0.0,0.0,,ORBEGOZO,True,True,True
HO995,MINI HORNO 10 LITROS ESPEJO/NEGRO,consu,0.0,0.0,,ORBEGOZO,True,True,True
HO975,MINI HORNO 10 LITROS - blanco,consu,0.0,0.0,,ORBEGOZO,True,True,True
HO985,MINI HORNO 10 LITROS - NEGRO,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
PLANCHAS-COCINA,,consu,0.0,0.0,,ORBEGOZO,True,True,True
GDB3600,PLANCHA GRILL FUNDIDO PEQUEÑA,consu,0.0,0.0,,ORBEGOZO,True,True,True
GR3250,GRILL INOX 900W - PARRILLA,consu,0.0,0.0,,ORBEGOZO,True,True,True
TB2203,TABLA ASADO 2000W,consu,0.0,0.0,,ORBEGOZO,True,True,True
GR4570,GRILL 2200W,consu,0.0,0.0,,ORBEGOZO,True,True,True
PCE6000,PLACA VITROCERÁMICA PORTATIL 2F,consu,0.0,0.0,,ORBEGOZO,True,True,True
FO 2720,PLACA GAS - CRISTAL NEGRO - 2 FUEGOS,consu,0.0,0.0,,ORBEGOZO,True,True,True
FO 2720,PLACA GAS - CRISTAL NEGRO - 2 FUEGOS,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
PLANCHAS-ROPA,,consu,0.0,0.0,,ORBEGOZO,True,True,True
SV1270,PLANCHA SIN VAPOR - 1200W,consu,0.0,0.0,,ORBEGOZO,True,True,True
SV2670,PLANCHA A VAPOR - 2600W,consu,0.0,0.0,,ORBEGOZO,True,True,True
SV3000A,PLANCHA A VAPOR - 3000W,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
SARTENES/OLLAS,,consu,0.0,0.0,,ORBEGOZO,True,True,True
HPE6075,OLLA A PRESION ELECTRICA 6L,consu,0.0,0.0,,ORBEGOZO,True,True,True
PZ8100,PIZZAPAN,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
SECADORES,,consu,0.0,0.0,,ORBEGOZO,True,True,True
SE2400,SECADOR 2400W,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
TERMOS,,consu,0.0,0.0,,ORBEGOZO,True,True,True
TRL354,BOTELLA TERMO - AZUL MARINO - 350ML,consu,0.0,0.0,,ORBEGOZO,True,True,True
TRL754,BOTELLA TERMO - AZUL MARINO - 350ML,consu,0.0,0.0,,ORBEGOZO,True,True,True
SET TRL 5000,EXPOSITOR 6 TERMOS BOTELLA/VASO TAPON,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
TOSTADOR,,consu,0.0,0.0,,ORBEGOZO,True,True,True
TO4012,TOSTADOR RANURA LARGA,consu,0.0,0.0,,ORBEGOZO,True,True,True
TO4014,TOSTADOR RANURA LARGA,consu,0.0,0.0,,ORBEGOZO,True,True,True
TO4014,TOSTADOR RANURA LARGA,consu,0.0,0.0,,ORBEGOZO,True,True,True
TO5030,TOSTADOR INOX,consu,0.0,0.0,,ORBEGOZO,True,True,True
TO2020,TOSTADOR PLANO 800W,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
VENTILADORES,,consu,0.0,0.0,,ORBEGOZO,True,True,True
HF2100,VENTILADOR DE MANO,consu,0.0,0.0,Ventiladores,ORBEGOZO,True,True,True
SF1040,VENTILADOR DE PIE,consu,0.0,0.0,Ventiladores,ORBEGOZO,True,True,True
SF1140,VENTILADOR DE PIE,consu,0.0,0.0,Ventiladores,ORBEGOZO,True,True,True
TF0139,VENTILADOR DE SOBREMESA,consu,0.0,0.0,Ventiladores,ORBEGOZO,True,True,True
TF0143,VENTILADOR DE SOBREMESA 40,consu,0.0,0.0,Ventiladores,ORBEGOZO,True,True,True
CP12205,VENTILADOR DE TECHO,consu,0.0,0.0,Ventiladores,ORBEGOZO,True,True,True
CP12105,VENTILADOR DE TECHO,consu,0.0,0.0,Ventiladores,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
OTROS,,consu,0.0,0.0,,ORBEGOZO,True,True,True
ESP 1010,ESPEJO PARED VENTOSAS ZOOM/LUZ,consu,0.0,0.0,,ORBEGOZO,True,True,True
PG02,ENCHUFE PROGRAMADOR MANUAL,consu,0.0,0.0,,ORBEGOZO,True,True,True
SETTRL 5500,SET TERMOS 6 BOTELLAS,consu,0.0,0.0,,ORBEGOZO,True,True,True
,UNIDAD TERMO,consu,0.0,0.0,,ORBEGOZO,True,True,True
TRL753,BOTELLA TERMO ,consu,0.0,0.0,,ORBEGOZO,True,True,True
NO3500,CORTAPELOS NARIZ,consu,0.0,0.0,,ORBEGOZO,True,True,True
PC1009,PESO COCINA,consu,0.0,0.0,,ORBEGOZO,True,True,True
AH3545,ALMOHADILLA ELECTRICA,consu,0.0,0.0,,ORBEGOZO,True,True,True
MQ3006,MATA INSECTOS,consu,0.0,0.0,,ORBEGOZO,True,True,True
FCH4000,FUENTE DE CHOCOLATE 32W,consu,0.0,0.0,,ORBEGOZO,True,True,True
LI6000,LICUADORA OBERGOZO,consu,0.0,0.0,,ORBEGOZO,True,True,True
LP2500,LAMPARA DE SOBREMESA,consu,0.0,0.0,,ORBEGOZO,True,True,True
LP1000,LUZ ENCHUFE CON SENSOR,consu,0.0,0.0,,ORBEGOZO,True,True,True
MHH1200,MAQUINA DE HACER HIELO ,consu,0.0,0.0,,ORBEGOZO,True,True,True
DA2000,DISPENSADOR AGUA ,consu,0.0,0.0,,ORBEGOZO,True,True,True
CU7000,AFILADOR CUCHILLOS,consu,0.0,0.0,,ORBEGOZO,True,True,True
PM3550,SALPIMENTERO (MOLINILLO PIMIENTO Y SAL) ,consu,0.0,0.0,,ORBEGOZO,True,True,True
EN3100,REGLETA ENCHUFES X3 + USB,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
,,consu,0.0,0.0,,ORBEGOZO,True,True,True
