"id","name","create_variant","sequence","display_type","visibility","active","id","attribute_line_ids","value_ids","template_value_ids"
"website_sale.product_attribute_brand","Marca","Instantáneamente","0","Radio","Visible","True","website_sale.product_attribute_brand","","",""
